Individual,Site,Comp.Species,DBH
CORALT03_SH,SH,ABIBAL,7.8
CORALT03_SH,SH,ABIBAL,8.4
CORALT03_SH,SH,ACESAC,12.3
CORALT03_SH,SH,BETALL,15.4
CORALT03_SH,SH,ABIBAL,39.5
CORALT04_WM,WM,CORCOR,less.than.1
CORALT04_WM,WM,CORCOR,less.than.1
CORALT04_WM,WM,CORCOR,less.than.1
CORALT04_WM,WM,CORCOR,less.than.1
CORALT04_WM,WM,CORCOR,less.than.1
CORALT04_WM,WM,ACERUB,less.than.1
CORALT04_WM,WM,ACERUB,less.than.1
CORALT04_WM,WM,ACERUB,less.than.1
CORALT04_WM,WM,ACERUB,less.than.1
CORALT04_WM,WM,SALLUC,less.than.1
CORALT04_WM,WM,SALLUC,less.than.1
CORALT04_WM,WM,SALLUC,less.than.1
CORALT04_WM,WM,SALLUC,less.than.1
CORALT04_WM,WM,FRAAME,less.than.1
CORALT04_WM,WM,ACERUB,1
CORALT04_WM,WM,CORCOR,1.1
CORALT04_WM,WM,CORCOR,1.1
CORALT04_WM,WM,CORCOR,1.1
CORALT04_WM,WM,ACESAC,1.1
CORALT04_WM,WM,CORCOR,1.2
CORALT04_WM,WM,CORCOR,1.3
CORALT04_WM,WM,CORCOR,1.4
CORALT04_WM,WM,ACERUB,1.4
CORALT04_WM,WM,ACESAC,1.8
CORALT04_WM,WM,ACESAC,2.1
CORALT04_WM,WM,CORCOR,2.2
CORALT04_WM,WM,CORCOR,2.7
CORALT04_WM,WM,ACESAC,3
CORALT04_WM,WM,CORCOR,3.4
CORALT04_WM,WM,CORCOR,3.4
CORALT04_WM,WM,CORCOR,4.2
CORALT04_WM,WM,ACESAC,4.9
CORALT04_WM,WM,ACESAC,7.8
CORALT04_WM,WM,FRAAME,7.8
CORALT04_WM,WM,PRUSER,18.6
CORALT04_WM,WM,PRUSER,37.5
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORCOR,less.than.1
CORALT05_GR,GR,CORALT,less.than.1
CORALT05_GR,GR,BETALL,less.than.1
CORALT05_GR,GR,ACEPEN,less.than.1
CORALT05_GR,GR,ACEPEN,less.than.1
CORALT05_GR,GR,ACEPEN,less.than.1
CORALT05_GR,GR,PRUSER,less.than.1
CORALT05_GR,GR,PRUPEN,less.than.1
CORALT05_GR,GR,PRUPEN,less.than.1
CORALT05_GR,GR,PRUPEN,less.than.1
CORALT05_GR,GR,PRUPEN,less.than.1
CORALT05_GR,GR,PRUPEN,less.than.1
CORALT05_GR,GR,ACERUB,20.1
CORALT06_WM,WM,FAGGRA,less.than.1
CORALT06_WM,WM,FAGGRA,1
CORALT06_WM,WM,ACESAC,1.1
CORALT06_WM,WM,ACESAC,1.3
CORALT06_WM,WM,FAGGRA,1.4
CORALT06_WM,WM,ACESPI,1.5
CORALT06_WM,WM,ACESAC,1.9
CORALT06_WM,WM,ACESAC,3.6
CORALT06_WM,WM,ACESAC,3.8
CORALT06_WM,WM,ACESAC,4.7
CORALT06_WM,WM,ACESAC,4.9
CORALT06_WM,WM,FRAAME,7
CORALT06_WM,WM,ACESAC,9.7
CORALT06_WM,WM,ACESAC,34
CORALT06_WM,WM,ACESAC,45.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ABIBAL,less.than.1
CORALT07_GR,GR,ABIBAL,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ABIBAL,less.than.1
CORALT07_GR,GR,ACESAC,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ABIBAL,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACESAC,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ACEPEN,less.than.1
CORALT07_GR,GR,ABIBAL,less.than.1
CORALT07_GR,GR,ACEPEN,1
CORALT07_GR,GR,ACEPEN,1
CORALT07_GR,GR,ACEPEN,1
CORALT07_GR,GR,ACEPEN,1
CORALT07_GR,GR,ACEPEN,1
CORALT07_GR,GR,ACEPEN,1.1
CORALT07_GR,GR,ACESAC,1.1
CORALT07_GR,GR,ACEPEN,1.1
CORALT07_GR,GR,ACESAC,1.2
CORALT07_GR,GR,ACESAC,1.3
CORALT07_GR,GR,ACEPEN,1.4
CORALT07_GR,GR,ACEPEN,1.7
CORALT07_GR,GR,ACESAC,1.8
CORALT07_GR,GR,ACEPEN,1.9
CORALT07_GR,GR,ABIBAL,2
CORALT07_GR,GR,ABIBAL,2
CORALT07_GR,GR,ACEPEN,2.1
CORALT07_GR,GR,ABIBAL,2.2
CORALT07_GR,GR,ACEPEN,2.8
CORALT07_GR,GR,PRUPEN,3
CORALT07_GR,GR,ACEPEN,3.1
CORALT07_GR,GR,ACESAC,3.8
CORALT07_GR,GR,ACESAC,3.8
CORALT07_GR,GR,ACESAC,4
CORALT07_GR,GR,ACESAC,4.9
CORALT07_GR,GR,ACESAC,6.3
CORALT07_GR,GR,PICRUB,20.5
CORALT07_GR,GR,ACERUB,25.6
CORALT07_GR,GR,ACESAC,37.3
CORALT07_GR,GR,ACESAC,56.1
CORALT07_SH,SH,ACERUB,less.than.1
CORALT07_SH,SH,ACERUB,less.than.1
CORALT07_SH,SH,ABIBAL,1
CORALT07_SH,SH,ACERUB,1.2
CORALT07_SH,SH,ABIBAL,1.3
CORALT07_SH,SH,ABIBAL,1.7
CORALT07_SH,SH,ABIBAL,2.4
CORALT07_SH,SH,ABIBAL,2.4
CORALT07_SH,SH,ABIBAL,2.5
CORALT07_SH,SH,ABIBAL,2.6
CORALT07_SH,SH,ACEPEN,2.6
CORALT07_SH,SH,ABIBAL,2.9
CORALT07_SH,SH,ABIBAL,3
CORALT07_SH,SH,ABIBAL,3
CORALT07_SH,SH,ACEPEN,3.1
CORALT07_SH,SH,ABIBAL,3.4
CORALT07_SH,SH,ABIBAL,3.5
CORALT07_SH,SH,ACEPEN,5.9
CORALT07_SH,SH,ABIBAL,8.9
CORALT07_SH,SH,ACEPEN,8.9
CORALT07_SH,SH,PICRUB,19
CORALT07_WM,WM,ACERUB,1
CORALT07_WM,WM,ACERUB,1.3
CORALT07_WM,WM,ACESAC,2.7
CORALT07_WM,WM,ACESAC,2.7
CORALT07_WM,WM,ACESAC,5.1
CORALT07_WM,WM,ACESAC,5.1
CORALT07_WM,WM,ULMAME,9.5
CORALT07_WM,WM,BETALL,10.5
CORALT07_WM,WM,ACESAC,25.4
CORALT08_GR,GR,ACEPEN,less.than.1
CORALT08_GR,GR,ABIBAL,less.than.1
CORALT08_GR,GR,ACEPEN,less.than.1
CORALT08_GR,GR,PICRUB,less.than.1
CORALT08_GR,GR,ABIBAL,1
CORALT08_GR,GR,ABIBAL,1.3
CORALT08_GR,GR,ACEPEN,1.3
CORALT08_GR,GR,ACEPEN,1.4
CORALT08_GR,GR,ABIBAL,1.5
CORALT08_GR,GR,ACEPEN,1.5
CORALT08_GR,GR,ACEPEN,1.9
CORALT08_GR,GR,PRUPEN,2.1
CORALT08_GR,GR,FAGGRA,2.4
CORALT08_GR,GR,ACEPEN,2.6
CORALT08_GR,GR,ACEPEN,3
CORALT08_GR,GR,ACEPEN,3.1
CORALT08_GR,GR,ACEPEN,3.1
CORALT08_GR,GR,ACEPEN,3.2
CORALT08_GR,GR,PRUVIR,3.3
CORALT08_GR,GR,ACEPEN,4.2
CORALT08_GR,GR,PICRUB,7
CORALT08_GR,GR,PICRUB,9.7
CORALT08_GR,GR,PICRUB,15.9
CORALT08_GR,GR,ACESAC,32.1
CORALT08_GR,GR,ACESAC,33.5
CORALT08_GR,GR,ACESAC,36.8
CORALT08_GR,GR,ACESAC,39.2
CORALT09_WM,WM,ACESAC,3.1
CORALT09_WM,WM,ACESAC,3.5
CORALT09_WM,WM,ACESAC,3.7
CORALT09_WM,WM,ACESAC,4
CORALT09_WM,WM,ACESAC,4.8
CORALT09_WM,WM,ACESAC,5.5
CORALT09_WM,WM,ACESAC,7.6
CORALT09_WM,WM,ACESAC,12.4
CORALT09_WM,WM,PICRUB,15.8
CORALT09_WM,WM,ACESAC,17
CORALT09_WM,WM,PRUSER,35.9
CORALT10_WM,WM,ACESAC,less.than.1
CORALT10_WM,WM,ACESAC,less.than.1
CORALT10_WM,WM,PRUSER,less.than.1
CORALT10_WM,WM,PRUSER,less.than.1
CORALT10_WM,WM,ACEPEN,less.than.1
CORALT10_WM,WM,ACEPEN,less.than.1
CORALT10_WM,WM,ACEPEN,less.than.1
CORALT10_WM,WM,ACESAC,1.2
CORALT10_WM,WM,ACESAC,1.6
CORALT10_WM,WM,ACESAC,1.7
CORALT10_WM,WM,ACESAC,1.7
CORALT10_WM,WM,ACEPEN,1.7
CORALT10_WM,WM,ACESAC,1.9
CORALT10_WM,WM,ACESAC,2
CORALT10_WM,WM,ABIBAL,2.1
CORALT10_WM,WM,ACESAC,3
CORALT10_WM,WM,FAGGRA,3.8
CORALT10_WM,WM,ACESAC,4.2
CORALT10_WM,WM,ABIBAL,5.2
CORALT10_WM,WM,ACESAC,5.4
CORALT10_WM,WM,ABIBAL,16.7
CORALT10_WM,WM,PRUSER,19.9
CORALT10_WM,WM,PRUSER,26
CORALT10_WM,WM,ACESAC,30.5
CORALT201601_GR,GR,ACESAC,less.than.1
CORALT201601_GR,GR,FRANIG,less.than.1
CORALT201601_GR,GR,FRANIG,less.than.1
CORALT201601_GR,GR,FRANIG,less.than.1
CORALT201601_GR,GR,FRANIG,less.than.1
CORALT201601_GR,GR,FRANIG,less.than.1
CORALT201601_GR,GR,BETALL,less.than.1
CORALT201601_GR,GR,PRUPEN,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,PRUSER,less.than.1
CORALT201601_GR,GR,CORCOR,less.than.1
CORALT201601_GR,GR,CORCOR,less.than.1
CORALT201601_GR,GR,ACESAC,1
CORALT201601_GR,GR,ACESAC,1.9
CORALT201601_GR,GR,ACERUB,3
CORALT201601_GR,GR,ACERUB,4.1
CORALT201601_GR,GR,ABIBAL,5.3
CORALT201601_GR,GR,ABIBAL,6
CORALT201601_GR,GR,ACERUB,6.2
CORALT201601_GR,GR,ACERUB,7.1
CORALT201601_GR,GR,ABIBAL,7.2
CORALT201601_GR,GR,ABIBAL,7.7
CORALT201601_GR,GR,ACERUB,8
CORALT201601_GR,GR,ACESAC,15.4
CORALT201601_GR,GR,ACESAC,15.6
CORALT201601_SH,SH,ACEPEN,less.than.1
CORALT201601_SH,SH,ACERUB,1
CORALT201601_SH,SH,ACESAC,2
CORALT201601_SH,SH,ACERUB,2.2
CORALT201601_SH,SH,ACEPEN,2.3
CORALT201601_SH,SH,ACEPEN,2.7
CORALT201601_SH,SH,ACEPEN,3.1
CORALT201601_SH,SH,ACEPEN,3.5
CORALT201601_SH,SH,ACEPEN,4.2
CORALT201601_SH,SH,ACESAC,8.8
CORALT201601_SH,SH,ACESAC,8.9
CORALT201601_SH,SH,ACESAC,11.2
CORALT201601_SH,SH,ABIBAL,12.6
CORALT201601_SH,SH,BETPAP,24.4
CORALT201601_SH,SH,BETALL,26
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,ACEPEN,less.than.1
CORALT201602_GR,GR,CORCOR,less.than.1
CORALT201602_GR,GR,ABIBAL,less.than.1
CORALT201602_GR,GR,ABIBAL,1.2
CORALT201602_GR,GR,ABIBAL,1.9
CORALT201602_GR,GR,ABIBAL,2
CORALT201602_GR,GR,ABIBAL,2.5
CORALT201602_GR,GR,ABIBAL,2.5
CORALT201602_GR,GR,ABIBAL,2.6
CORALT201602_GR,GR,ABIBAL,2.8
CORALT201602_GR,GR,ABIBAL,8.4
CORALT201602_GR,GR,BETALL,11.7
CORALT201602_GR,GR,ACERUB,17
CORALT201602_GR,GR,BETALL,24.9
CORALT201602_SH,SH,ABIBAL,less.than.1
CORALT201602_SH,SH,ABIBAL,less.than.1
CORALT201602_SH,SH,ABIBAL,less.than.1
CORALT201602_SH,SH,ACERUB,less.than.1
CORALT201602_SH,SH,ACERUB,less.than.1
CORALT201602_SH,SH,ACERUB,less.than.1
CORALT201602_SH,SH,ACERUB,less.than.1
CORALT201602_SH,SH,ACERUB,less.than.1
CORALT201602_SH,SH,CORCOR,less.than.1
CORALT201602_SH,SH,ACERUB,1.2
CORALT201602_SH,SH,ABIBAL,1.3
CORALT201602_SH,SH,ACERUB,1.3
CORALT201602_SH,SH,ABIBAL,1.3
CORALT201602_SH,SH,ABIBAL,1.4
CORALT201602_SH,SH,ABIBAL,1.4
CORALT201602_SH,SH,ABIBAL,1.5
CORALT201602_SH,SH,ABIBAL,1.5
CORALT201602_SH,SH,ABIBAL,1.5
CORALT201602_SH,SH,ABIBAL,1.7
CORALT201602_SH,SH,ABIBAL,1.8
CORALT201602_SH,SH,ABIBAL,1.8
CORALT201602_SH,SH,ABIBAL,1.9
CORALT201602_SH,SH,ACERUB,2
CORALT201602_SH,SH,ACERUB,2
CORALT201602_SH,SH,ACERUB,2.1
CORALT201602_SH,SH,ABIBAL,2.3
